Area_slug,Year,Value,variable,type,method,pi80_lo,pi80_hi,pi95_lo,pi95_hi
alabat quezon,2018,16.0,WX_heavy_rain_days,history,ETS,,,,
alabat quezon,2019,6.0,WX_heavy_rain_days,history,ETS,,,,
alabat quezon,2020,22.0,WX_heavy_rain_days,history,ETS,,,,
alabat quezon,2021,15.0,WX_heavy_rain_days,history,ETS,,,,
alabat quezon,2022,21.0,WX_heavy_rain_days,history,ETS,,,,
alabat quezon,2023,19.0,WX_heavy_rain_days,history,ETS,,,,
alabat quezon,2024,23.309362198700335,WX_heavy_rain_days,forecast,ETS,23.085104741808813,23.533619655591856,22.96596796783519,23.65275642956548
alabat quezon,2025,26.307186516660412,WX_heavy_rain_days,forecast,ETS,26.08292905976889,26.531443973551934,25.963792285795268,26.650580747525556
alabat quezon,2026,29.690561952010306,WX_heavy_rain_days,forecast,ETS,29.466304495118784,29.914819408901828,29.347167721145162,30.03395618287545
alabat quezon,2027,33.50907435380392,WX_heavy_rain_days,forecast,ETS,33.284816896912396,33.73333181069544,33.165680122938774,33.85246858466906
alabat quezon,2028,37.81868682255551,WX_heavy_rain_days,forecast,ETS,37.59442936566399,38.042944279447035,37.47529259169037,38.16208105342066
alabat quezon,2029,42.68255989053222,WX_heavy_rain_days,forecast,ETS,42.4583024336407,42.90681734742374,42.339165659667074,43.02595412139736
ambulong batangas,2018,13.0,WX_heavy_rain_days,history,ETS,,,,
ambulong batangas,2019,3.0,WX_heavy_rain_days,history,ETS,,,,
ambulong batangas,2020,7.0,WX_heavy_rain_days,history,ETS,,,,
ambulong batangas,2021,7.0,WX_heavy_rain_days,history,ETS,,,,
ambulong batangas,2022,9.0,WX_heavy_rain_days,history,ETS,,,,
ambulong batangas,2023,1.0,WX_heavy_rain_days,history,ETS,,,,
ambulong batangas,2024,1.959213994823818,WX_heavy_rain_days,forecast,ETS,-0.5804038895263215,4.498831879173958,-1.929575890587333,5.84800388023497
ambulong batangas,2025,1.492255573353143,WX_heavy_rain_days,forecast,ETS,-1.0473623109969965,4.031873457703282,-2.396534312058008,5.381045458764294
ambulong batangas,2026,1.1365918690284593,WX_heavy_rain_days,forecast,ETS,-1.4030260153216803,3.6762097533785987,-2.7521980163826916,5.025381754439611
ambulong batangas,2027,0.8656969354376749,WX_heavy_rain_days,forecast,ETS,-1.6739209489124647,3.4053148197878143,-3.023092949973476,4.754486820848826
ambulong batangas,2028,0.659367011543716,WX_heavy_rain_days,forecast,ETS,-1.8802508728064236,3.1989848958938554,-3.229422873867435,4.548156896954867
ambulong batangas,2029,0.5022136940940937,WX_heavy_rain_days,forecast,ETS,-2.037404190256046,3.041831578444233,-3.3865761913170576,4.391003579505245
