RDMD_ID,Region,"Household Unique Sequential Number","Final Weight Based on Projection (provincial projections)","Final Weight Based on Projection (provincial projections)","Survey Month","Survey Year","Psu Number","Household Size","C09-Work Indicator","C09A-Work Indicator","C09A-Work Indicator","C10-Job Indicator","C11 - Location of Work (Province, Municipality)"
1,01,00001,001673.3977,12,2023,00478,04,1,1," ",2805
2,01,00001,001802.6099,12,2023,00478,04,1,1," ",2805
3,01,00001,001648.4477,12,2023,00478,04,2," ",2,"    "
4,01,00001,001630.7063,12,2023,00478,04," "," "," ","    "
5,01,00002,001648.4477,12,2023,00478,02,1,1," ",2805
6,01,00002,001188.5294,12,2023,00478,02,1,1," ",2805
7,01,00003,001633.1074,12,2023,00478,08,1,1," ",2805
8,01,00003,001744.0943,12,2023,00478,08,1,1," ",2805
9,01,00003,002146.1011,12,2023,00478,08,1,1," ",2805
10,01,00003,001677.2813,12,2023,00478,08,1,1," ",2805
11,01,00003,002146.1011,12,2023,00478,08,1,1," ",2805
12,01,00003,001630.7063,12,2023,00478,08,1,1," ",2805
13,01,00003,001550.9332,12,2023,00478,08," "," "," ","    "
14,01,00003,001524.4192,12,2023,00478,08,2," ",2,"    "
15,01,00004,001633.1074,12,2023,00478,03,1,1," ",2805
16,01,00004,001943.2846,12,2023,00478,03,1,1," ",2805
17,01,00004,001677.2813,12,2023,00478,03,1,1," ",2805
18,01,00005,001206.4200,12,2023,00478,05,2," ",2,"    "
19,01,00005,001633.1074,12,2023,00478,05,1,1," ",2805
20,01,00005,001648.4477,12,2023,00478,05,1,1," ",2805
21,01,00005,002024.9632,12,2023,00478,05,2," ",2,"    "
22,01,00005,001633.1074,12,2023,00478,05,1,1," ",2805
23,01,00006,001188.5294,12,2023,00478,02,1,1," ",2805
24,01,00006,001206.4200,12,2023,00478,02,1,1," ",2805
25,01,00007,001633.1074,12,2023,00478,03,1,1," ",2805
26,01,00007,001943.2846,12,2023,00478,03," "," "," ","    "
27,01,00007,001677.2813,12,2023,00478,03,2," ",2,"    "
28,01,00008,001673.3977,12,2023,00478,01,1,1," ",2812
29,01,00009,001188.5294,12,2023,00478,04,1,1," ",2805
30,01,00009,001206.4200,12,2023,00478,04,1,1," ",2805
31,01,00009,001744.0943,12,2023,00478,04," "," "," ","    "
32,01,00009,001630.7063,12,2023,00478,04,1,1," ",2805
33,01,00010,001673.3977,12,2023,00478,01,1,1," ",2805
34,01,00011,001206.4200,12,2023,00478,07,1,1," ",2805
35,01,00011,001633.1074,12,2023,00478,07," "," "," ","    "
36,01,00011,001943.2846,12,2023,00478,07,1,1," ",2805
37,01,00011,002146.1011,12,2023,00478,07,1,1," ",2805
38,01,00011,001677.2813,12,2023,00478,07,1,1," ",2805
39,01,00011,002146.1011,12,2023,00478,07,1,1," ",2805
40,01,00011,001524.4192,12,2023,00478,07,1,1," ",2805
41,01,00012,001188.5294,12,2023,00478,08,1,1," ",2805
42,01,00012,001206.4200,12,2023,00478,08,1,1," ",2805
43,01,00012,001648.4477,12,2023,00478,08,1,1," ",2805
44,01,00012,001630.7063,12,2023,00478,08,1,1," ",2805
45,01,00012,001630.7063,12,2023,00478,08,1,1," ",2805
46,01,00012,001630.7063,12,2023,00478,08,1,1," ",2805
47,01,00012,001550.9332,12,2023,00478,08,1,1," ",2805
48,01,00012,001524.4192,12,2023,00478,08," "," "," ","    "
49,01,00013,001802.6099,12,2023,00478,06,1,1," ",2805
50,01,00013,001677.2813,12,2023,00478,06,1,1," ",2805
51,01,00013,002146.1011,12,2023,00478,06,1,2," ",2805
52,01,00013,001630.7063,12,2023,00478,06,1,1," ",2805
53,01,00013,001550.9332,12,2023,00478,06,2," ",2,"    "
54,01,00013,001524.4192,12,2023,00478,06," "," "," ","    "
55,01,00014,001802.6099,12,2023,00478,01,1,1," ",2805
56,01,00015,001943.2846,12,2023,00478,04,1,1," ",2805
