Region,"Household Unique Sequential Number","Final Weight Based on Projection (provincial projections)","Survey Month","Survey Year","C05-Age as of Last Birthday","C11 - Location of Work (Province, Municipality)","New Employment Criteria (jul 05, 2005)"
01,000001,001404.6737,02,2024,56,2802,1
01,000001,001907.4960,02,2024,24,2802,1
01,000001,001510.3895,02,2024,20,2802,1
01,000001,001829.3438,02,2024,02,"    "," "
01,000001,001829.3438,02,2024,00,"    "," "
01,000001,001652.0650,02,2024,54,"    "," "
01,000002,001474.0622,02,2024,77,"    ",3
01,000002,001697.1070,02,2024,41,2802,1
01,000002,001661.2041,02,2024,33,2802,1
01,000002,002491.5775,02,2024,10,"    "," "
01,000003,001404.6737,02,2024,56,2802,1
01,000003,001652.0650,02,2024,49,2802,1
01,000003,001510.3895,02,2024,19,"    ",3
01,000004,001474.0622,02,2024,81,"    ",3
01,000004,001652.0650,02,2024,50,2802,1
01,000004,001799.2304,02,2024,31,2802,1
01,000004,001799.2304,02,2024,29,2802,1
01,000004,001907.4960,02,2024,22,2802,1
01,000005,001404.6737,02,2024,58,2802,1
01,000005,001652.0650,02,2024,52,2802,1
01,000005,001799.2304,02,2024,31,2802,1
01,000005,001661.2041,02,2024,31,2802,1
01,000005,002491.5775,02,2024,00,"    "," "
01,000006,001697.1070,02,2024,38,2802,1
01,000006,001776.6398,02,2024,37,2802,1
01,000006,001510.3895,02,2024,15,"    ",3
01,000006,001829.3438,02,2024,06,"    "," "
01,000007,001697.1070,02,2024,39,2802,1
01,000008,001404.6737,02,2024,57,2802,1
01,000008,001776.6398,02,2024,40,"    ",3
01,000008,001829.3438,02,2024,13,"    "," "
01,000009,001652.0650,02,2024,48,2802,1
01,000009,001799.0788,02,2024,55,2802,1
01,000010,001697.1070,02,2024,43,2802,1
01,000010,001661.2041,02,2024,30,2802,1
01,000011,001697.1070,02,2024,40,2802,1
01,000012,001404.6737,02,2024,55,2802,1
01,000012,001652.0650,02,2024,48,2802,1
01,000012,001474.0622,02,2024,72,"    ",3
01,000013,001799.2304,02,2024,32,2802,1
01,000013,001776.6398,02,2024,38,2802,1
01,000013,001829.3438,02,2024,13,"    "," "
01,000013,001829.3438,02,2024,07,"    "," "
01,000013,002491.5775,02,2024,04,"    "," "
01,000013,001829.3438,02,2024,02,"    "," "
01,000014,001404.6737,02,2024,60,2802,1
01,000014,001652.0650,02,2024,54,2802,1
01,000014,001510.3895,02,2024,21,"    ",3
01,000014,001907.4960,02,2024,20,2802,1
01,000014,001510.3895,02,2024,16,"    ",3
01,000015,001404.6737,02,2024,62,2802,1
01,000015,001799.0788,02,2024,58,"    ",3
01,000015,001510.3895,02,2024,23,"    ",2
01,000015,001661.2041,02,2024,25,2802,1
01,000015,001907.4960,02,2024,19,"    ",3
01,000016,001697.1070,02,2024,41,2802,1
01,000016,001776.6398,02,2024,39,2802,1
01,000016,001907.4960,02,2024,20,2802,1
01,000016,001510.3895,02,2024,19,2802,1
01,000016,002491.5775,02,2024,04,"    "," "
01,000017,001799.2304,02,2024,31,2802,1
01,000018,002714.4339,02,2024,48,2802,1
01,000018,001776.6398,02,2024,44,2802,1
01,000018,001907.4960,02,2024,24,2802,1
01,000018,001907.4960,02,2024,23,2802,1
01,000018,001510.3895,02,2024,20,"    ",3
01,000018,001829.3438,02,2024,11,"    "," "
01,000019,002714.4339,02,2024,52,2802,1
01,000019,001776.6398,02,2024,42,2802,1
01,000020,001799.2304,02,2024,32,2802,1
01,000020,001661.2041,02,2024,28,"    ",3
01,000020,001829.3438,02,2024,06,"    "," "
01,000020,001829.3438,02,2024,00,"    "," "
01,000021,001350.7148,02,2024,63,"    ",3
01,000022,001417.4377,02,2024,74,"    ",3
01,000022,001597.3909,02,2024,33,"    ",3
01,000023,001783.1956,02,2024,65,"    ",3
01,000023,001730.1150,02,2024,25,2804,1
01,000023,001452.3696,02,2024,22,"    ",3
01,000024,001588.6028,02,2024,53,2804,1
01,000024,001597.3909,02,2024,31,2804,1
01,000024,001759.0716,02,2024,01,"    "," "
01,000024,001597.3909,02,2024,30,2804,1
01,000024,002395.8664,02,2024,08,"    "," "
01,000025,002610.1621,02,2024,53,2804,1
01,000025,001588.6028,02,2024,49,"    ",3
01,000025,001452.3696,02,2024,19,"    ",3
01,000025,001834.2218,02,2024,24,"    ",2
01,000025,001452.3696,02,2024,23,2804,1
01,000025,002395.8664,02,2024,06,"    "," "
01,000025,001759.0716,02,2024,01,"    "," "
01,000026,001783.1956,02,2024,74,"    ",3
01,000026,001708.3922,02,2024,38,"    ",3
01,000026,001730.1150,02,2024,32,2804,1
01,000026,001597.3909,02,2024,26,2804,1
01,000026,001588.6028,02,2024,47,2804,1
01,000027,001631.9145,02,2024,37,2804,1
01,000027,001597.3909,02,2024,33,2804,1
01,000027,002395.8664,02,2024,14,"    "," "
01,000028,001730.1150,02,2024,30,2823,1
01,000028,001597.3909,02,2024,31,"    ",3
01,000028,002395.8664,02,2024,12,"    "," "
01,000029,001730.1150,02,2024,29,2804,1
01,000029,001597.3909,02,2024,32,2804,1
01,000030,002610.1621,02,2024,54,2804,1
01,000030,002610.1621,02,2024,48,2804,1
01,000030,002610.1621,02,2024,45,2804,1
01,000030,001631.9145,02,2024,38,2804,1
01,000031,001350.7148,02,2024,63,2804,1
01,000031,001729.9693,02,2024,57,"    ",3
01,000031,001631.9145,02,2024,38,2804,1
01,000031,002395.8664,02,2024,09,"    "," "
01,000031,001759.0716,02,2024,05,"    "," "
01,000031,001597.3909,02,2024,33,"    "," "
01,000032,002610.1621,02,2024,48,2804,1
01,000032,001588.6028,02,2024,46,"    ",3
01,000032,001759.0716,02,2024,11,"    "," "
01,000032,002395.8664,02,2024,09,"    "," "
01,000032,001417.4377,02,2024,85,"    ",3
01,000033,001417.4377,02,2024,77,"    ",3
01,000033,001597.3909,02,2024,25,2804,1
01,000033,001452.3696,02,2024,16,"    ",3
01,000034,001783.1956,02,2024,81,"    ",3
01,000035,001631.9145,02,2024,44,2804,1
01,000035,001708.3922,02,2024,44,2804,1
01,000035,001834.2218,02,2024,22,"    ",3
01,000035,001834.2218,02,2024,18,"    ",3
01,000036,002610.1621,02,2024,50,2804,1
01,000036,001588.6028,02,2024,49,2804,1
01,000036,001834.2218,02,2024,22,2804,1
01,000036,001834.2218,02,2024,18,"    ",3
01,000036,001834.2218,02,2024,17,"    ",3
01,000036,002395.8664,02,2024,11,"    "," "
01,000037,001389.8116,02,2024,59,2805,1
01,000037,001780.0436,02,2024,56,2805,1
01,000037,001780.1936,02,2024,30,2805,1
01,000037,001494.4088,02,2024,18,"    ",3
01,000037,001757.8420,02,2024,35,2805,1
01,000037,001809.9884,02,2024,13,"    "," "
01,000037,002465.2153,02,2024,04,"    "," "
01,000038,001679.1507,02,2024,36,2805,1
01,000038,001494.4088,02,2024,24,2805,1
01,000038,001809.9884,02,2024,05,"    "," "
01,000039,001834.8106,02,2024,70,2805,1
01,000039,001780.0436,02,2024,64,2805,1
01,000039,001757.8420,02,2024,38,2805,1
